"Classificação","Código do
Insumo","Descrição do Insumo","Unidade","Origem de Preço","AC","AL","AM","AP","BA","CE","DF","ES","GO","MA","MG","MS","MT","PA","PB","PE","PI","PR","RJ","RN","RO","RR","RS","SC","SE","SP","TO"
"ENCARGOS COMPLEMENTARES","43496","EPI - FAMILIA ELETRICISTA - MENSALISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","MES","C","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02","238.02"
"ENCARGOS COMPLEMENTARES","43485","EPI - FAMILIA ENCANADOR - HORISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","H","C","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13","1.13"
"ENCARGOS COMPLEMENTARES","43497","EPI - FAMILIA ENCANADOR - MENSALISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","MES","C","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45","212.45"
"ENCARGOS COMPLEMENTARES","43487","EPI - FAMILIA ENCARREGADO GERAL - HORISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","H","C","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28","1.28"
"ENCARGOS COMPLEMENTARES","43499","EPI - FAMILIA ENCARREGADO GERAL - MENSALISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","MES","C","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99","241.99"
"ENCARGOS COMPLEMENTARES","43486","EPI - FAMILIA ENGENHEIRO CIVIL - HORISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","H","C","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77","0.77"
"ENCARGOS COMPLEMENTARES","43498","EPI - FAMILIA ENGENHEIRO CIVIL - MENSALISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","MES","C","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0"
"ENCARGOS COMPLEMENTARES","43488","EPI - FAMILIA OPERADOR ESCAVADEIRA - HORISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","H","C","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89","0.89"
"ENCARGOS COMPLEMENTARES","43500","EPI - FAMILIA OPERADOR ESCAVADEIRA - MENSALISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","MES","C","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95","167.95"
"ENCARGOS COMPLEMENTARES","43489","EPI - FAMILIA PEDREIRO - HORISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","H","C","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31","1.31"
"ENCARGOS COMPLEMENTARES","43501","EPI - FAMILIA PEDREIRO - MENSALISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","MES","C","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11","247.11"
"ENCARGOS COMPLEMENTARES","43490","EPI - FAMILIA PINTOR - HORISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","H","C","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85","1.85"
"ENCARGOS COMPLEMENTARES","43502","EPI - FAMILIA PINTOR - MENSALISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","MES","C","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39","348.39"
"ENCARGOS COMPLEMENTARES","43491","EPI - FAMILIA SERVENTE - HORISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","H","C","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39","1.39"
"ENCARGOS COMPLEMENTARES","43503","EPI - FAMILIA SERVENTE - MENSALISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","MES","C","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93","261.93"
"ENCARGOS COMPLEMENTARES","43492","EPI - FAMILIA SOLDADOR - HORISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","H","C","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82","1.82"
"ENCARGOS COMPLEMENTARES","43504","EPI - FAMILIA SOLDADOR - MENSALISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","MES","C","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83","342.83"
"ENCARGOS COMPLEMENTARES","43493","EPI - FAMILIA TOPOGRAFO - HORISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","H","C","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74","0.74"
"ENCARGOS COMPLEMENTARES","43505","EPI - FAMILIA TOPOGRAFO - MENSALISTA (ENCARGOS COMPLEMENTARES - COLETADO CAIXA)","MES","C","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98","138.98"
"EQUIPAMENTO (AQUISIÇÃO)","37774","EQUIPAMENTO DE LIMPEZA COMBINADO (VACUO/ALTA PRESSAO) 95% VACUO, TANQUE 7000 L, BOMBA 140 KGF/CM2 66 L/MIN COM MOTOR INDEPENDENTE A DIESEL DE 60 CV (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)","UN","CR","","","","","","","","","","","","","","","","","","","","","","","","","","565124.71",""
"EQUIPAMENTO (AQUISIÇÃO)","38629","EQUIPAMENTO P/ DEMARCACAO DE FAIXAS DE TRAFEGO A QUENTE, A SER MONTADO SOBRE CAMINHAO DE PBT MIN. DE 17 T, DIST. MIN. ENTRE EIXOS 5,2 M, CAPACIDADE PARA 1.000 KG DE MATERIAL TERMOPLASTICO (INCLUI MONTAGEM, NAO INCLUI CAMINHAO, NEM COMPRESSOR DE AR)","UN","CR","","","","","2075683.59","","","2748281.25","","","3183984.37","","2818359.37","","","","2285156.25","2589843.75","2742187.5","","","","3473437.5","","1607226.56","2901126.21","2742187.5"
"EQUIPAMENTO (AQUISIÇÃO)","38630","EQUIPAMENTO PARA DEMARCACAO DE FAIXAS DE TRAFEGO A FRIO, A SER MONTADO SOBRE CAMINHAO DE PBT MINIMO DE 9 T E DISTANCIA MINIMA ENTRE EIXOS DE 4,3 M, CAPACIDADE PARA 800 L DE TINTA (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)","UN","CR","","","","","1394433.59","","","1846281.25","","","2138984.37","","1893359.37","","","","1535156.25","1739843.75","1842187.5","","","","2333437.5","","1079726.56","1948961.71","1842187.5"
"MATERIAL","38476","ESCADA DUPLA DE ABRIR EM ALUMINIO, COM SAPATAS DE BORRACHA, *2,30* X *0,57* M (ALTURA UTIL X LARGURA MINIMA), MODELO PINTOR, 8 DEGRAUS, CAPACIDADE *100* KG","UN","CR","285.06","221.17","","286.29","218.25","","273.75","251.65","280.45","270.19","310.51","221.17","301.95","","","232.22","479.07","184.18","","281.37","295.53","299.05","267.8","280.99","227.59","262.88","319.29"
"MATERIAL","38477","ESCADA EXTENSIVEL EM ALUMINIO, COM SAPATAS DE BORRACHA, ALTURA FECHADA 3,60 M, ALTURA ESTENDIDA DE 6,0 A 6,30 M, LARGURA MINIMA DE 35 CM, CACIDADE *120* KG","UN","CR","755.86","586.44","","759.12","578.72","","725.89","667.27","743.64","716.44","823.33","586.44","800.66","","","615.76","1270.3","488.38","","746.09","783.62","792.97","710.08","745.08","603.48","697.05","846.63"
"EQUIPAMENTO (AQUISIÇÃO)","45112","ESCAVADEIRA HIDRAULICA DE BRACO LONGO (LONGO ALCANCE) SOBRE ESTEIRAS, CACAMBA 0,52 M3, PESO OPERACIONAL 24 T, POTENCIA LIQUIDA 155 HP","UN","CR","","","","","1099501.95","","","1069834.23","","","1031439.93","1080246.24","","1073738.73","","","","1094888.13","1168097.59","","1181112.61","","1171351.35","1236426.42","","1113823.77",""
"EQUIPAMENTO (AQUISIÇÃO)","14525","ESCAVADEIRA HIDRAULICA SOBRE ESTEIRAS COM CACAMBA DE 1,20 M3, PESO OPERACIONAL 21 T, POTENCIA BRUTA 155 HP","UN","CR","","","","","955912.15","","","930118.89","","","896738.71","939171.14","","933513.48","","","","951900.87","1015549.52","","1026864.83","","1018378.35","1074954.92","","968363.6",""
"EQUIPAMENTO (AQUISIÇÃO)","36408","ESCAVADEIRA HIDRAULICA SOBRE ESTEIRAS, CACAMBA 0,4 A 1,70 M3, PESO OPERACIONAL 23,2 T, POTENCIA BRUTA 183 HP","UN","CR","","","","","1166984.09","","","1135495.51","","","1094744.75","1146546.56","","1139639.65","","","","1162087.1","1239789.8","","1253603.62","","1243243.26","1312312.33","","1182184.91",""
"EQUIPAMENTO (AQUISIÇÃO)","2723","ESCAVADEIRA HIDRAULICA SOBRE ESTEIRAS, CACAMBA 0,62M3, PESO OPERACIONAL 12,61T, POTENCIA LIQUIDA 95HP","UN","CR","","","","","710338.1","","","691171.13","","","666366.33","697897.86","","693693.66","","","","707357.32","754654.61","","763063.02","","756756.72","798798.76","","719590.77",""
"EQUIPAMENTO (AQUISIÇÃO)","10685","ESCAVADEIRA HIDRAULICA SOBRE ESTEIRAS, CACAMBA 0,80M3, PESO OPERACIONAL 17T, POTENCIA BRUTA 111HP","UN","C","","","","","844795.0","","","822000.0","","","792500.0","830000.0","","825000.0","","","","841250.0","897500.0","","907500.0","","900000.0","950000.0","","855799.07",""
"EQUIPAMENTO (AQUISIÇÃO)","40636","ESCAVADEIRA HIDRAULICA SOBRE ESTEIRAS, CAPACIDADE DA CACAMBA ENTRE 1,20 E 1,50 M3, PESO OPERACIONAL ENTRE 20,00 E 22,00 TON, POTENCIA LIQUIDA ENTRE 150 E 155 HP, EQUIPADA COM CLAMSHELL","UN","CR","","","","","1169828.77","","","1138263.43","","","1097413.34","1149341.42","","1142417.67","","","","1164919.84","1242811.95","","1256659.44","","1246273.83","1315511.26","","1185066.64",""
"MATERIAL","4111","ESCORA PRE-MOLDADA EM CONCRETO, *10 X 10* CM, H = 2,30M","UN","CR","77.34","67.76","48.12","61.52","41.24","49.29","52.27","70.0","61.87","63.59","84.37","51.56","61.93","62.21","40.38","61.59","45.37","53.96","64.32","57.28","51.56","64.6","58.77","50.87","45.37","46.89","66.17"
"MATERIAL","44538","ESCOVA CIRCULAR EM ACO LATONADO, 6 X 1"" (DIAMETRO X ESPESSURA), FURO DE 1 1/4"", FIO ONDULADO *0,30* MM","UN","CR","62.71","48.66","","62.98","48.02","","60.23","55.36","61.7","59.44","68.31","48.66","66.43","","","51.09","105.4","40.52","","61.9","65.02","65.79","58.92","61.82","50.07","57.83","70.25"
"MATERIAL","12","ESCOVA DE ACO, COM CABO, *4 X 15* FILEIRAS DE CERDAS","UN","CR","7.9","6.13","","7.94","6.05","","7.59","6.98","7.77","7.49","8.61","6.13","8.37","","","6.44","13.28","5.1","","7.8","8.19","8.29","7.42","7.79","6.31","7.29","8.85"
"MATERIAL","37554","ESGUICHO JATO REGULAVEL, TIPO ELKHART, ENGATE RAPIDO 1 1/2"", PARA COMBATE A INCENDIO","UN","CR","190.83","328.82","259.53","","339.39","240.16","223.13","223.13","","335.87","184.96","211.38","170.84","202.58","234.87","270.1","199.05","338.22","256.01","","166.56","","193.77","140.92","","387.54",""
"MATERIAL","37555","ESGUICHO JATO REGULAVEL, TIPO ELKHART, ENGATE RAPIDO 2 1/2"", PARA COMBATE A INCENDIO","UN","CR","232.14","399.99","315.71","","412.85","292.14","271.42","271.42","","408.57","224.99","257.14","207.82","246.42","285.71","328.57","242.14","411.42","311.42","","202.61","","235.71","171.42","","471.42",""
"MATERIAL","10902","ESGUICHO TIPO JATO SOLIDO, EM LATAO, ENGATE RAPIDO 1 1/2"" X 13 MM, PARA MANGUEIRA EM INSTALACAO PREDIAL COMBATE A INCENDIO","UN","CR","58.25","100.37","79.22","","103.59","73.3","68.11","68.11","","102.52","56.45","64.52","52.15","61.83","71.69","82.44","60.76","103.24","78.14","","50.84","","59.14","43.01","","118.29",""
"MATERIAL","20965","ESGUICHO TIPO JATO SOLIDO, EM LATAO, ENGATE RAPIDO 1 1/2"" X 16 MM, PARA MANGUEIRA EM INSTALACAO PREDIAL COMBATE A INCENDIO","UN","CR","58.79","101.3","79.95","","104.56","73.99","68.74","68.74","","103.47","56.98","65.12","52.63","62.41","72.36","83.21","61.32","104.2","78.87","","51.31","","59.69","43.41","","119.39",""
"MATERIAL","20966","ESGUICHO TIPO JATO SOLIDO, EM LATAO, ENGATE RAPIDO 1 1/2"" X 19 MM, PARA MANGUEIRA EM INSTALACAO PREDIAL COMBATE A INCENDIO","UN","CR","63.3","109.07","86.09","","112.58","79.66","74.01","74.01","","111.41","61.35","70.12","56.67","67.2","77.91","89.6","66.03","112.19","84.92","","55.25","","64.27","46.74","","128.55",""
"MATERIAL","10903","ESGUICHO TIPO JATO SOLIDO, EM LATAO, ENGATE RAPIDO 2 1/2"" X 13 MM, PARA MANGUEIRA EM INSTALACAO PREDIAL COMBATE A INCENDIO","UN","CR","95.95","165.33","130.49","","170.64","120.75","112.19","112.19","","168.87","92.99","106.28","85.9","101.85","118.09","135.8","100.08","170.05","128.72","","83.74","","97.42","70.85","","194.85",""
"MATERIAL","20967","ESGUICHO TIPO JATO SOLIDO, EM LATAO, ENGATE RAPIDO 2 1/2"" X 16 MM, PARA MANGUEIRA EM INSTALACAO PREDIAL COMBATE A INCENDIO","UN","CR","95.95","165.33","130.49","","170.64","120.75","112.19","112.19","","168.87","92.99","106.28","85.9","101.85","118.09","135.8","100.08","170.05","128.72","","83.74","","97.42","70.85","","194.85",""
"MATERIAL","20968","ESGUICHO TIPO JATO SOLIDO, EM LATAO, ENGATE RAPIDO 2 1/2"" X 19 MM, PARA MANGUEIRA EM INSTALACAO PREDIAL COMBATE A INCENDIO","UN","CR","105.23","181.33","143.12","","187.16","132.43","123.04","123.04","","185.21","101.99","116.57","94.21","111.71","129.52","148.95","109.77","186.51","141.18","","91.85","","106.85","77.71","","213.71",""
"EQUIPAMENTO (AQUISIÇÃO)","11359","ESMERILHADEIRA ANGULAR ELETRICA, DIAMETRO DO DISCO 7"" (180 MM), ROTACAO 8500 RPM, POTENCIA 2400 W","UN","CR","","","","644.89","752.0","845.43","","688.29","","1108.82","770.91","873.24","780.91","732.62","892.97","","","823.33","751.57","","623.15","","873.69","641.78","","693.27","1104.93"
"MATERIAL","39017","ESPACADOR / DISTANCIADOR CIRCULAR COM ENTRADA LATERAL, EM PLASTICO, PARA VERGALHAO *4,2 A 12,5* MM, COBRIMENTO 20 MM","UN","CR","","","","","0.22","","","0.17","","","0.21","","","","","","","","","","","","0.17","0.24","","0.22",""
"MATERIAL","39315","ESPACADOR / DISTANCIADOR TIPO GARRA DUPLA, EM PLASTICO, COBRIMENTO *20* MM, PARA FERRAGENS DE LAJES E FUNDO DE VIGAS","UN","CR","","","","","0.36","","","0.27","","","0.35","","","","","","","","","","","","0.28","0.39","","0.36",""
"MATERIAL","39016","ESPACADOR / DISTANCIADOR TIPO PINO EM PLASTICO, PARA VERGALHAO ATE 10 MM, PARA APOIO DE ARMADURA","UN","CR","","","","","0.37","","","0.27","","","0.35","","","","","","","","","","","","0.28","0.39","","0.36",""
"MATERIAL","39481","ESPACADOR OU DISTANCIADOR, EM PLASTICO, TIPO APOIO DE CORDOALHA (CARANGUEJO), PARA ARMADURA NEGATIVA E PROTENSAO, COBRIMENTO 50 MM","UN","CR","","","","","1.79","","","1.34","","","1.7","","","","","","","","","","","","1.36","1.9","","1.76",""
"MATERIAL","39013","ESPACADOR/SEPARADOR /CENTRALIZADOR DE BARRA DE ACO, PLASTICO, (CHUMBADOR TIPO CARAMBOLA - CB), DIAMETRO INTERNO ATE 20 MM","UN","CR","","","","","1.53","","","1.14","","","1.45","","","","","","","","","","","","1.16","1.62","","1.5",""
"MATERIAL","44919","ESPACADOR/SEPARADOR /CENTRALIZADOR DE BARRA DE ACO, PLASTICO, (CHUMBADOR TIPO CARAMBOLA - CB), DIAMETRO INTERNO ENTRE 25 A 32 MM","UN","CR","","","","","2.85","","","2.14","","","2.71","","","","","","","","","","","","2.17","3.02","","2.8",""
"MATERIAL","40433","ESPACADOR/SEPARADOR DE CORDOALHA TIPO DISCO 12 FUROS DE 14 MM, PARA TIRANTES","UN","CR","","","","","1.58","","","1.19","","","1.5","","","","","","","","","","","","1.2","1.68","","1.55",""
"EQUIPAMENTO (AQUISIÇÃO)","20219","ESPARGIDOR DE ASFALTO PRESSURIZADO, REBOCAVEL, TANQUE DE 2500 L, PNEUMATICO, COM MOTOR A GASOLINA 3,4HP","UN","C","","","","","","","","","","","","","","","","","","","","","","","","","","140400.0",""
"EQUIPAMENTO (AQUISIÇÃO)","36484","ESPARGIDOR DE ASFALTO PRESSURIZADO, TANQUE 6 M3 COM ISOLACAO TERMICA, AQUECIDO COM 2 MACARICOS, COM BARRA ESPARGIDORA 3,60 M, A SER MONTADO SOBRE CAMINHAO","UN","CR","","","","","","","","","","","","","","","","","","","","","","","","","","298043.63",""
"MATERIAL","38368","ESPATULA DE PLASTICO LISA, LARGURA *10* CM","UN","CR","5.7","6.24","","5.39","6.07","","8.63","9.44","7.28","7.55","7.81","","7.2","5.39","","6.01","","8.77","6.74","8.77","5.96","","6.72","5.24","","7.55",""
"MATERIAL","38367","ESPATULA EM ACO INOX COM CABO DE MADEIRA E LARGURA DE *8* CM","UN","CR","14.11","10.95","","14.17","10.8","","13.55","12.46","13.89","13.38","15.37","10.95","14.95","","","11.5","23.72","9.12","","13.93","14.63","14.81","13.26","13.91","11.27","13.01","15.81"
"MATERIAL","38091","ESPELHO / PLACA CEGA 4"" X 2"", PARA INSTALACAO DE TOMADAS E INTERRUPTORES","UN","CR","3.36","3.62","3.03","2.98","1.72","2.4","3.53","2.98","2.22","2.22","2.24","2.1","2.27","2.29","2.24","2.1","2.85","2.35","2.1","2.2","2.62","2.23","2.94","2.74","1.98","2.64","2.24"
"MATERIAL","38095","ESPELHO / PLACA CEGA 4"" X 4"", PARA INSTALACAO DE TOMADAS E INTERRUPTORES","UN","CR","7.12","7.66","6.4","6.3","3.64","5.08","7.47","6.31","4.71","4.69","4.74","4.44","4.81","4.84","4.74","4.44","6.03","4.97","4.44","4.66","5.55","4.72","6.22","5.81","4.19","5.58","4.74"
"MATERIAL","38092","ESPELHO / PLACA DE 1 POSTO 4"" X 2"", PARA INSTALACAO DE TOMADAS E INTERRUPTORES","UN","CR","3.19","3.43","2.87","2.82","1.63","2.27","3.35","2.83","2.11","2.1","2.12","1.99","2.15","2.17","2.12","1.99","2.7","2.22","1.99","2.09","2.49","2.11","2.79","2.6","1.87","2.5","2.12"
"MATERIAL","38093","ESPELHO / PLACA DE 2 POSTOS 4"" X 2"", PARA INSTALACAO DE TOMADAS E INTERRUPTORES","UN","CR","3.3","3.55","2.97","2.92","1.69","2.35","3.46","2.92","2.18","2.17","2.2","2.05","2.22","2.24","2.2","2.05","2.79","2.3","2.06","2.16","2.57","2.18","2.88","2.69","1.94","2.58","2.2"
"MATERIAL","38096","ESPELHO / PLACA DE 2 POSTOS 4"" X 4"", PARA INSTALACAO DE TOMADAS E INTERRUPTORES","UN","CR","7.66","8.24","6.89","6.77","3.92","5.46","8.03","6.78","5.07","5.05","5.1","4.77","5.17","5.2","5.1","4.77","6.48","5.34","4.78","5.01","5.97","5.07","6.69","6.24","4.5","6.0","5.1"
"MATERIAL","38094","ESPELHO / PLACA DE 3 POSTOS 4"" X 2"", PARA INSTALACAO DE TOMADAS E INTERRUPTORES","UN","CR","4.04","4.35","3.63","3.57","2.07","2.88","4.24","3.58","2.67","2.66","2.69","2.52","2.73","2.75","2.69","2.52","3.42","2.82","2.52","2.64","3.15","2.68","3.53","3.29","2.37","3.17","2.69"
"MATERIAL","38097","ESPELHO / PLACA DE 4 POSTOS 4"" X 4"", PARA INSTALACAO DE TOMADAS E INTERRUPTORES","UN","CR","8.21","8.83","7.38","7.26","4.2","5.85","8.61","7.27","5.43","5.41","5.47","5.11","5.54","5.58","5.47","5.11","6.95","5.73","5.12","5.37","6.4","5.44","7.17","6.69","4.82","6.43","5.47"
"MATERIAL","38098","ESPELHO / PLACA DE 6 POSTOS 4"" X 4"", PARA INSTALACAO DE TOMADAS E INTERRUPTORES","UN","CR","8.21","8.83","7.38","7.26","4.2","5.85","8.61","7.27","5.43","5.41","5.47","5.11","5.54","5.58","5.47","5.11","6.95","5.73","5.12","5.37","6.4","5.44","7.17","6.69","4.82","6.43","5.47"
"MATERIAL","11186","ESPELHO CRISTAL E = 4 MM","M2","CR","577.83","516.0","584.08","903.0","630.66","","454.36","427.13","365.5","458.66","301.0","459.75","716.66","564.73","544.66","422.83","526.75","428.22","399.9","458.66","1003.33","458.66","344.0","344.0","500.23","516.0","573.33"
"MATERIAL","11558","ESPELHO, RETO OU CURVO, EM LATAO CROMADO, ESPESSURA ATE 6 MM, LARGURA *40*MM, ALTURA *180*MM - PARA FECHADURA DE EMBUTIR","PAR","CR","15.77","14.34","17.2","14.34","14.84","15.05","14.33","14.25","16.34","13.98","14.98","17.02","18.98","15.37","17.0","16.41","15.23","14.01","15.7","14.61","17.56","15.76","15.29","17.13","15.98","14.34","16.49"
"MATERIAL","11557","ESPELHO, RETO OU CURVO, EM LATAO CROMADO, ESPESSURA MINIMA 6 MM, LARGURA *43*MM, ALTURA *230*MM - PARA FECHADURA DE EMBUTIR","PAR","CR","39.92","36.29","43.55","36.29","37.56","38.11","36.27","36.07","41.36","35.39","37.93","43.1","48.05","38.92","43.04","41.56","38.56","35.48","39.74","37.0","44.46","39.9","38.71","43.37","40.47","36.29","41.74"
"MATERIAL","2759","ESPOLETA SIMPLES N 8.","UN","C","","","","","","","","","","","","","","","","","","","","","","","","","","9.68",""
"MATERIAL","38124","ESPUMA EXPANSIVA DE POLIURETANO, APLICACAO MANUAL - 500 ML","UN","C","27.4","27.89","29.9","28.4","35.93","30.0","22.9","26.97","25.0","31.9","28.95","29.9","28.4","30.0","26.75","29.9","39.9","24.7","30.5","23.84","32.0","27.35","28.45","31.6","28.9","28.0","24.18"
